Stock,EMA_return,DEMA_return,TEMA_return,QEMA_return,PEMA_return,Max_returns,EMA_ROI,DEMA_ROI,TEMA_ROI,QEMA_ROI,PEMA_ROI,Max_ROI,EMA_AROI,DEMA_AROI,TEMA_AROI,QEMA_AROI,PEMA_AROI,Max_AROI,EMA_sharpe,DEMA_sharpe,TEMA_sharpe,QEMA_sharpe,PEMA_sharpe,Max_sharpe,EMA_drawdown,DEMA_drawdown,TEMA_drawdown,QEMA_drawdown,PEMA_drawdown,Max_drawdown
"Google, 1",126645.67178344727,58326.807525634766,14758.83948135376,25525.44563293457,49678.24926376343,126645.67178344727,126.64567178344727,58.32680752563476,14.75883948135376,25.52544563293457,49.678249263763426,126.64567178344727,50.54755786244003,25.827980801423813,7.125552265252644,12.038138878211724,22.34306243664306,50.54755786244003,1.6579744935579532,1.070104338153606,0.3043491299663703,0.525776081584727,0.9891917738257078,1.6579744935579532,0.26561457198676386,0.25407485497606086,0.29799945840340075,0.3039859440563264,0.2716027153608406,0.3039859440563264
"Microsoft, 1",78355.3271484375,27400.444732666016,42242.47554016113,29101.15365600586,63161.57418823242,78355.3271484375,78.3553271484375,27.400444732666017,42.24247554016113,29.10115365600586,63.16157418823242,78.3553271484375,33.549738729971864,12.871805484215582,19.26544995939148,13.622688603995758,27.734715010537524,33.549738729971864,1.037467144092014,0.4944535702735165,0.919347998700164,0.6224814558748231,1.478691940487079,1.478691940487079,0.2972584696389545,0.3460483446016933,0.4340014833814369,0.5468792867015019,0.20405787050308327,0.5468792867015019
"Apple, 1",143771.62308120728,49411.32608795166,59077.6930847168,55307.529388427734,10904.441818237305,143771.62308120728,143.77162308120728,49.41132608795166,59.0776930847168,55.30752938842773,10.904441818237304,143.77162308120728,56.13187473453563,22.23392576856544,26.12600567873258,24.62244155385005,5.3111778579260305,56.13187473453563,1.5519537806732144,0.7475846047129645,0.8590087006499759,0.924377803027729,0.20961029245548235,1.5519537806732144,0.35482390385876234,0.5910936423958989,0.5436806023810483,0.2836814412989778,0.3242771479813086,0.5910936423958989
"Tesla, 1",605769.7017326355,241224.16622543335,253269.18158340454,329349.2690010071,274919.2373199463,605769.7017326355,605.7697017326356,241.22416622543335,253.26918158340453,329.3492690010071,274.91923731994626,605.7697017326356,165.6632646288597,84.72253956283554,87.95456407956806,107.20744894935778,93.62831335317318,165.6632646288597,0.9888568996477316,1.026558325218814,1.2419314067443945,1.6269392310225144,1.6943077463317529,1.6943077463317529,0.47437844070700763,0.32060049563256443,0.33318625597360785,0.17367883191664063,0.3846430292323083,0.47437844070700763
"Adani, 1",81424.50695800781,90055.64892578125,82591.63293457031,33506.645751953125,21020.046264648438,90055.64892578125,81.42450695800781,90.05564892578126,82.59163293457031,33.50664575195312,21.02004626464844,90.05564892578126,34.693914843250376,37.86067203005403,35.1264714756403,15.545075945257448,10.00911156111044,37.86067203005403,0.2998512701839087,1.0616131955752912,0.8356837850344885,0.3874039133154609,0.2500246966552748,1.0616131955752912,0.11810901139048625,0.642334579988787,0.41597485905507087,0.21452743865171917,0.22055090869674385,0.642334579988787
